GAME_DATE,Team_ID,Game_ID,GAME_DATE,MATCHUP,HomeTeam,VisitTeam,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2010-10-27,1610612737,0021000008,2010-10-27,ATL @ MEM,MEM,ATL,W,1,0,1.0,240,42,80,0.525,8,16,0.5,27,31,0.871,9,35,44,20,7,9,15,20,119
2010-10-29,1610612737,0021000021,2010-10-29,ATL @ PHI,PHI,ATL,W,2,0,1.0,240,36,70,0.514,6,17,0.353,26,31,0.839,10,36,46,24,3,8,20,26,104
2010-10-30,1610612737,0021000031,2010-10-30,ATL vs. WAS,ATL,WAS,W,3,0,1.0,240,34,81,0.42,5,19,0.263,26,30,0.867,13,30,43,19,4,4,16,22,99
2010-11-02,1610612737,0021000047,2010-11-02,ATL @ CLE,CLE,ATL,W,4,0,1.0,240,37,84,0.44,5,17,0.294,21,30,0.7,14,29,43,26,7,7,7,17,100
2010-11-03,1610612737,0021000054,2010-11-03,ATL vs. DET,ATL,DET,W,5,0,1.0,240,36,67,0.537,3,14,0.214,19,23,0.826,3,32,35,25,3,3,13,13,94
2010-11-05,1610612737,0021000074,2010-11-05,ATL @ MIN,MIN,ATL,W,6,0,1.0,240,44,81,0.543,4,18,0.222,21,26,0.808,8,35,43,27,5,8,15,15,113
2010-11-07,1610612737,0021000090,2010-11-07,ATL vs. PHX,ATL,PHX,L,6,1,0.857,240,45,83,0.542,7,23,0.304,17,22,0.773,13,27,40,29,6,4,14,22,114
2010-11-08,1610612737,0021000096,2010-11-08,ATL @ ORL,ORL,ATL,L,6,2,0.75,240,36,76,0.474,4,13,0.308,13,16,0.813,9,37,46,18,6,3,15,24,89
2010-11-10,1610612737,0021000108,2010-11-10,ATL vs. MIL,ATL,MIL,L,6,3,0.667,240,36,73,0.493,5,13,0.385,14,21,0.667,7,25,32,24,3,3,17,16,91
2010-11-12,1610612737,0021000121,2010-11-12,ATL vs. UTA,ATL,UTA,L,6,4,0.6,240,35,71,0.493,5,19,0.263,11,21,0.524,11,30,41,23,5,5,15,22,86
2010-11-14,1610612737,0021000139,2010-11-14,ATL vs. MIN,ATL,MIN,W,7,4,0.636,240,36,80,0.45,5,11,0.455,34,39,0.872,15,25,40,22,12,7,15,25,111
2010-11-16,1610612737,0021000152,2010-11-16,ATL @ IND,IND,ATL,W,8,4,0.667,240,37,74,0.5,8,15,0.533,20,23,0.87,5,25,30,26,4,8,9,24,102
2010-11-20,1610612737,0021000184,2010-11-20,ATL vs. DAL,ATL,DAL,L,8,5,0.615,240,39,81,0.481,7,25,0.28,8,10,0.8,7,30,37,28,8,5,12,17,93
2010-11-22,1610612737,0021000195,2010-11-22,ATL vs. BOS,ATL,BOS,L,8,6,0.571,240,28,81,0.346,6,16,0.375,14,17,0.824,8,22,30,21,4,1,12,13,76
2010-11-23,1610612737,0021000204,2010-11-23,ATL @ NJN,NJN,ATL,L,8,7,0.533,265,41,89,0.461,9,15,0.6,10,13,0.769,13,32,45,26,4,3,13,25,101
2010-11-25,1610612737,0021000220,2010-11-25,ATL vs. WAS,ATL,WAS,W,9,7,0.563,240,42,88,0.477,7,18,0.389,25,27,0.926,16,33,49,23,6,6,14,24,116
2010-11-27,1610612737,0021000234,2010-11-27,ATL @ NYK,NYK,ATL,W,10,7,0.588,240,39,89,0.438,10,26,0.385,11,14,0.786,11,33,44,22,6,2,6,16,99
2010-11-28,1610612737,0021000242,2010-11-28,ATL @ TOR,TOR,ATL,W,11,7,0.611,240,37,79,0.468,8,18,0.444,14,20,0.7,7,37,44,24,6,5,10,14,96
2010-12-01,1610612737,0021000261,2010-12-01,ATL vs. MEM,ATL,MEM,W,12,7,0.632,240,42,79,0.532,7,12,0.583,21,26,0.808,8,20,28,33,6,4,11,20,112
2010-12-03,1610612737,0021000278,2010-12-03,ATL vs. PHI,ATL,PHI,W,13,7,0.65,240,33,79,0.418,4,12,0.333,23,28,0.821,8,36,44,25,9,3,9,15,93
2010-12-04,1610612737,0021000288,2010-12-04,ATL @ MIA,MIA,ATL,L,13,8,0.619,240,32,80,0.4,5,17,0.294,8,12,0.667,9,29,38,16,5,0,11,17,77
2010-12-06,1610612737,0021000303,2010-12-06,ATL @ ORL,ORL,ATL,W,14,8,0.636,240,33,85,0.388,5,14,0.357,9,12,0.75,10,32,42,17,6,7,11,21,80
2010-12-07,1610612737,0021000309,2010-12-07,ATL vs. NJN,ATL,NJN,W,15,8,0.652,240,47,78,0.603,6,16,0.375,16,28,0.571,10,29,39,34,8,2,11,25,116
2010-12-10,1610612737,0021000337,2010-12-10,ATL @ SAS,SAS,ATL,L,15,9,0.625,240,36,80,0.45,7,14,0.5,13,20,0.65,11,29,40,19,9,4,15,22,92
2010-12-11,1610612737,0021000342,2010-12-11,ATL vs. IND,ATL,IND,W,16,9,0.64,240,33,73,0.452,4,12,0.333,27,34,0.794,9,39,48,25,8,7,15,21,97
2010-12-14,1610612737,0021000363,2010-12-14,ATL @ DET,DET,ATL,L,16,10,0.615,240,30,68,0.441,6,14,0.429,14,20,0.7,3,28,31,17,6,1,14,18,80
2010-12-16,1610612737,0021000379,2010-12-16,ATL @ BOS,BOS,ATL,L,16,11,0.593,240,34,68,0.5,3,10,0.3,19,24,0.792,10,27,37,16,10,2,18,15,90
2010-12-17,1610612737,0021000385,2010-12-17,ATL vs. CHA,ATL,CHA,W,17,11,0.607,240,36,78,0.462,6,25,0.24,12,13,0.923,11,31,42,24,4,8,14,20,90
2010-12-19,1610612737,0021000401,2010-12-19,ATL @ NJN,NJN,ATL,L,17,12,0.586,240,29,74,0.392,5,17,0.294,19,23,0.826,7,32,39,22,6,5,16,22,82
2010-12-20,1610612737,0021000406,2010-12-20,ATL vs. ORL,ATL,ORL,W,18,12,0.6,240,33,80,0.413,6,18,0.333,19,29,0.655,13,38,51,23,3,6,15,26,91
2010-12-22,1610612737,0021000421,2010-12-22,ATL vs. CLE,ATL,CLE,W,19,12,0.613,240,42,83,0.506,8,22,0.364,6,10,0.6,9,31,40,29,5,2,6,14,98
2010-12-26,1610612737,0021000442,2010-12-26,ATL @ NOH,NOH,ATL,L,19,13,0.594,240,29,73,0.397,9,24,0.375,19,24,0.792,8,30,38,17,3,3,14,15,86
2010-12-27,1610612737,0021000448,2010-12-27,ATL @ MIL,MIL,ATL,W,20,13,0.606,240,38,75,0.507,6,14,0.429,13,20,0.65,11,36,47,23,7,2,15,17,95
2010-12-29,1610612737,0021000462,2010-12-29,ATL vs. GSW,ATL,GSW,W,21,13,0.618,240,44,86,0.512,8,19,0.421,7,12,0.583,10,34,44,31,8,4,12,14,103
2010-12-31,1610612737,0021000481,2010-12-31,ATL @ OKC,OKC,ATL,L,21,14,0.6,240,33,73,0.452,5,18,0.278,23,29,0.793,5,31,36,19,8,4,12,17,94
2011-01-02,1610612737,0021000493,2011-01-02,ATL @ LAC,LAC,ATL,W,22,14,0.611,240,32,70,0.457,8,18,0.444,35,40,0.875,7,26,33,17,6,4,13,24,107
2011-01-04,1610612737,0021000510,2011-01-04,ATL @ SAC,SAC,ATL,W,23,14,0.622,240,40,78,0.513,8,18,0.444,20,24,0.833,10,37,47,23,6,3,19,19,108
2011-01-05,1610612737,0021000520,2011-01-05,ATL @ UTA,UTA,ATL,W,24,14,0.632,240,40,79,0.506,14,25,0.56,16,18,0.889,9,31,40,24,7,5,12,27,110
2011-01-08,1610612737,0021000536,2011-01-08,ATL vs. IND,ATL,IND,W,25,14,0.641,240,36,84,0.429,11,22,0.5,25,29,0.862,12,32,44,27,8,4,15,20,108
2011-01-12,1610612737,0021000563,2011-01-12,ATL @ TOR,TOR,ATL,W,26,14,0.65,240,35,80,0.438,9,30,0.3,25,31,0.806,10,30,40,19,7,2,14,14,104
2011-01-15,1610612737,0021000587,2011-01-15,ATL vs. HOU,ATL,HOU,L,26,15,0.634,240,43,87,0.494,10,26,0.385,10,12,0.833,7,25,32,27,6,4,13,10,106
2011-01-17,1610612737,0021000606,2011-01-17,ATL vs. SAC,ATL,SAC,W,27,15,0.643,240,39,83,0.47,5,20,0.25,17,20,0.85,8,30,38,25,3,10,10,21,100
2011-01-18,1610612737,0021000611,2011-01-18,ATL @ MIA,MIA,ATL,W,28,15,0.651,265,38,95,0.4,7,31,0.226,10,14,0.714,15,33,48,20,8,2,10,22,93
2011-01-21,1610612737,0021000631,2011-01-21,ATL vs. NOH,ATL,NOH,L,28,16,0.636,240,23,79,0.291,4,20,0.2,9,11,0.818,8,24,32,11,5,3,13,16,59
2011-01-22,1610612737,0021000639,2011-01-22,ATL @ CHA,CHA,ATL,W,29,16,0.644,240,37,73,0.507,9,19,0.474,20,23,0.87,5,32,37,19,7,4,11,14,103
2011-01-26,1610612737,0021000672,2011-01-26,ATL @ MIL,MIL,ATL,L,29,17,0.63,240,33,79,0.418,7,19,0.368,17,23,0.739,8,35,43,19,2,3,12,20,90
2011-01-28,1610612737,0021000684,2011-01-28,ATL vs. NYK,ATL,NYK,W,30,17,0.638,240,42,82,0.512,7,19,0.368,20,23,0.87,13,33,46,22,7,4,12,20,111
2011-01-29,1610612737,0021000696,2011-01-29,ATL @ DAL,DAL,ATL,L,30,18,0.625,240,35,76,0.461,4,20,0.2,17,22,0.773,9,29,38,20,8,2,12,22,91
2011-02-02,1610612737,0021000719,2011-02-02,ATL vs. TOR,ATL,TOR,W,31,18,0.633,240,42,76,0.553,10,24,0.417,6,9,0.667,6,34,40,30,4,5,13,19,100
2011-02-04,1610612737,0021000738,2011-02-04,ATL vs. LAC,ATL,LAC,W,32,18,0.64,240,41,94,0.436,7,27,0.259,12,13,0.923,16,28,44,25,8,3,10,19,101
2011-02-05,1610612737,0021000746,2011-02-05,ATL @ WAS,WAS,ATL,W,33,18,0.647,240,34,73,0.466,5,13,0.385,26,35,0.743,10,35,45,16,5,3,9,13,99
2011-02-08,1610612737,0021000766,2011-02-08,ATL vs. PHI,ATL,PHI,L,33,19,0.635,240,35,86,0.407,3,18,0.167,10,15,0.667,11,24,35,20,2,5,14,25,83
2011-02-12,1610612737,0021000796,2011-02-12,ATL vs. CHA,ATL,CHA,L,33,20,0.623,240,33,82,0.402,5,23,0.217,15,18,0.833,8,32,40,26,6,1,7,19,86
2011-02-14,1610612737,0021000814,2011-02-14,ATL @ DET,DET,ATL,W,34,20,0.63,240,35,62,0.565,7,16,0.438,17,19,0.895,9,30,39,26,7,2,16,16,94
2011-02-16,1610612737,0021000829,2011-02-16,ATL @ NYK,NYK,ATL,L,34,21,0.618,240,37,84,0.44,11,22,0.5,5,9,0.556,6,32,38,20,5,2,10,19,90
2011-02-22,1610612737,0021000846,2011-02-22,ATL @ LAL,LAL,ATL,L,34,22,0.607,240,30,82,0.366,1,15,0.067,19,28,0.679,8,24,32,17,7,5,6,28,80
2011-02-23,1610612737,0021000857,2011-02-23,ATL @ PHX,PHX,ATL,L,34,23,0.596,240,39,81,0.481,7,14,0.5,12,15,0.8,10,25,35,18,8,2,12,20,97
2011-02-25,1610612737,0021000870,2011-02-25,ATL @ GSW,GSW,ATL,W,35,23,0.603,240,40,84,0.476,5,19,0.263,10,11,0.909,17,32,49,26,9,5,20,14,95
2011-02-27,1610612737,0021000888,2011-02-27,ATL @ POR,POR,ATL,W,36,23,0.61,240,29,69,0.42,8,21,0.381,24,27,0.889,15,34,49,16,10,6,24,22,90
2011-02-28,1610612737,0021000891,2011-02-28,ATL @ DEN,DEN,ATL,L,36,24,0.6,240,34,85,0.4,2,19,0.105,20,25,0.8,10,33,43,15,3,7,9,17,90
2011-03-02,1610612737,0021000902,2011-03-02,ATL vs. CHI,ATL,CHI,W,37,24,0.607,240,33,82,0.402,5,12,0.417,12,17,0.706,13,24,37,21,10,2,13,18,83
2011-03-04,1610612737,0021000917,2011-03-04,ATL vs. OKC,ATL,OKC,L,37,25,0.597,240,39,82,0.476,6,17,0.353,20,25,0.8,13,25,38,23,7,4,16,19,104
2011-03-06,1610612737,0021000933,2011-03-06,ATL vs. NYK,ATL,NYK,L,37,26,0.587,240,33,74,0.446,6,17,0.353,7,9,0.778,7,27,34,15,2,3,19,16,79
2011-03-08,1610612737,0021000947,2011-03-08,ATL vs. LAL,ATL,LAL,L,37,27,0.578,240,33,83,0.398,7,22,0.318,14,17,0.824,16,22,38,21,5,1,11,17,87
2011-03-11,1610612737,0021000971,2011-03-11,ATL @ CHI,CHI,ATL,L,37,28,0.569,240,31,72,0.431,5,14,0.357,9,15,0.6,4,24,28,20,4,7,12,14,76
2011-03-12,1610612737,0021000977,2011-03-12,ATL vs. POR,ATL,POR,W,38,28,0.576,240,40,77,0.519,6,14,0.429,5,10,0.5,9,31,40,18,10,7,13,22,91
2011-03-15,1610612737,0021000554,2011-03-15,ATL vs. MIL,ATL,MIL,W,39,28,0.582,240,46,73,0.63,11,19,0.579,7,8,0.875,5,36,41,31,5,8,21,17,110
2011-03-16,1610612737,0021001003,2011-03-16,ATL vs. DEN,ATL,DEN,L,39,29,0.574,240,34,82,0.415,5,19,0.263,14,18,0.778,8,27,35,24,6,6,8,18,87
2011-03-18,1610612737,0021001020,2011-03-18,ATL vs. MIA,ATL,MIA,L,39,30,0.565,240,35,79,0.443,3,12,0.25,12,22,0.545,5,22,27,21,8,2,5,18,85
2011-03-20,1610612737,0021001036,2011-03-20,ATL vs. DET,ATL,DET,W,40,30,0.571,240,37,70,0.529,7,15,0.467,23,31,0.742,8,31,39,25,8,5,9,12,104
2011-03-22,1610612737,0021001051,2011-03-22,ATL vs. CHI,ATL,CHI,L,40,31,0.563,240,29,64,0.453,5,6,0.833,18,24,0.75,5,21,26,16,5,7,13,23,81
2011-03-23,1610612737,0021001056,2011-03-23,ATL @ PHI,PHI,ATL,L,40,32,0.556,240,39,81,0.481,8,18,0.444,14,15,0.933,8,31,39,22,4,1,9,17,100
2011-03-26,1610612737,0021001081,2011-03-26,ATL vs. NJN,ATL,NJN,W,41,32,0.562,240,39,78,0.5,4,18,0.222,16,22,0.727,9,31,40,23,9,3,12,14,98
2011-03-27,1610612737,0021001088,2011-03-27,ATL @ CLE,CLE,ATL,W,42,32,0.568,240,37,74,0.5,5,14,0.357,20,27,0.741,2,45,47,29,7,4,10,18,99
2011-03-30,1610612737,0021001105,2011-03-30,ATL vs. ORL,ATL,ORL,W,43,32,0.573,240,33,70,0.471,6,15,0.4,13,15,0.867,7,35,42,21,4,6,13,19,85
2011-04-01,1610612737,0021001125,2011-04-01,ATL vs. BOS,ATL,BOS,W,44,32,0.579,240,29,79,0.367,4,16,0.25,26,30,0.867,14,38,52,14,2,1,10,14,88
2011-04-03,1610612737,0021001146,2011-04-03,ATL @ HOU,HOU,ATL,L,44,33,0.571,240,43,81,0.531,5,15,0.333,18,20,0.9,7,23,30,24,5,2,11,24,109
2011-04-05,1610612737,0021001149,2011-04-05,ATL vs. SAS,ATL,SAS,L,44,34,0.564,240,35,72,0.486,3,13,0.231,17,20,0.85,3,22,25,17,7,2,11,23,90
2011-04-08,1610612737,0021001176,2011-04-08,ATL @ IND,IND,ATL,L,44,35,0.557,240,36,76,0.474,5,13,0.385,25,36,0.694,9,27,36,11,6,4,12,21,102
2011-04-09,1610612737,0021001188,2011-04-09,ATL @ WAS,WAS,ATL,L,44,36,0.55,240,33,76,0.434,5,9,0.556,12,14,0.857,7,26,33,20,5,7,20,20,83
2011-04-11,1610612737,0021001202,2011-04-11,ATL vs. MIA,ATL,MIA,L,44,37,0.543,240,37,83,0.446,4,12,0.333,12,21,0.571,15,20,35,25,11,1,13,21,90
2011-04-13,1610612737,0021001217,2011-04-13,ATL @ CHA,CHA,ATL,L,44,38,0.537,240,34,79,0.43,1,8,0.125,16,20,0.8,10,27,37,16,3,7,14,15,85
